a)
iteracje	Układ nr	X	Y
179	1	-1,05399657482477	0,027625539175955
180	2	-0,812087612537209	-0,400603220156183
181	2	-0,456945297465806	-0,629293492333583
182	1	-0,817221881013678	0,351717396933433
183	2	-0,761775588343768	-0,059583530736062
184	1	-0,695289764662493	0,123833412294425
185	2	-0,577953586061264	-0,184002512521234
186	1	-0,768818565575494	0,173601005008494
187	2	-0,653742511840773	-0,175590662423742
188	1	-0,738502995263691	0,170236264969497
189	1	-0,704598801894524	0,031905494012201
190	1	-0,718160479242191	0,08723780239512
191	1	-0,712735808303124	0,065104879041952
192	1	-0,71490567667875	0,073958048383219
193	2	-0,572911533629138	-0,229754153900254
194	2	-0,343511103998043	-0,403777770415848
195	2	-0,099557330872174	-0,444275547115262
196	1	-0,96017706765113	0,277710218846105
197	1	-0,615929172939548	-0,011084087538442
198	2	-0,46367253641868	-0,254795575705035
199	1	-0,814530985432528	0,201918230282014
200	1	-0,674187605826989	0,019232707887195
201	2	-0,520075663583389	-0,255058184336528
202	2	-0,293234230588765	-0,401874485529117
203	1	-0,882706307764494	0,260749794211647
204	1	-0,646917476894202	-0,004299917684659
205	2	-0,48993731536573	-0,262034928198022
206	1	-0,804025073853708	0,204813971279209
207	2	-0,692984644640502	-0,165951411369285
208	1	-0,722806142143799	0,166380564547714
209	2	-0,615884893848373	-0,162673227801257
210	2	-0,403003228204261	-0,369985610668305
211	2	-0,158288209167916	-0,442390355389616
212	2	0,05665710318823	-0,399531953763275
213	1	-1,02266284127529	0,25981278150531
214	1	-0,590934863489883	-0,003925112602124
215	1	-0,763626054604047	0,10157004504085
216	1	-0,694549578158381	0,05937198198366
217	1	-0,722180168736647	0,076251207206536
218	2	-0,579357411122466	-0,230921150017692
219	2	-0,347943172445998	-0,407243038462432
220	1	-0,860822731021601	0,262897215384973
221	2	-0,759384161730406	-0,144527208716061
222	2	-0,519321079428684	-0,413594343316369
223	1	-0,792271568228526	0,265437737326548
224	1	-0,683091372708589	-0,006175094930619
225	2	-0,51667940528628	-0,277929621230706
226	2	-0,281504499525291	-0,417898274249849
227	1	-0,887398200189884	0,26715930969994
228	2	-0,781286356024288	-0,151918204703999
229	2	-0,533010348696859	-0,427972377984755
230	1	-0,786795860521256	0,271188951193902
231	1	-0,685281655791497	-0,008475580477561
232	2	-0,517423826210514	-0,280554103479545
233	2	-0,281020466528172	-0,42019064912866
234	2	-0,045499294909947	-0,43175307994905
235	1	-0,981800282036021	0,27270123197962
236	2	-0,855248707139224	-0,185467176509897
237	2	-0,575802146821852	-0,483054537003212
238	1	-0,769679141271259	0,293221814801285
239	1	-0,692128343491496	-0,017288725920514
240	1	-0,723148662603401	0,106915490368206
241	2	-0,592359179725867	-0,208003692361524
242	1	-0,763056328109653	0,18320147694461
243	2	-0,65320340014118	-0,165989408765958
244	1	-0,738718639943528	0,166395763506383
245	1	-0,704512544022589	0,033441694597447
246	2	-0,548806211296146	-0,256389329714976
247	1	-0,780477515481542	0,20255573188599
248	1	-0,687808993807383	0,018977707245604
249	2	-0,530325918191853	-0,260700540016294
250	1	-0,787869632723259	0,204280216006518
251	1	-0,684852146910697	0,018287913597393
252	2	-0,527802797091086	-0,26004204443026
253	2	-0,297113308017122	-0,408753072603432
254	1	-0,881154676793151	0,263501229041373
255	1	-0,647538129282739	-0,005400491616549
256	2	-0,489968781608262	-0,263119625341673
257	1	-0,804012487356695	0,205247850136669
258	1	-0,678395005057322	0,017900859945332
259	1	-0,728641997977071	0,092839656021867
260	1	-0,708543200809171	0,062864137591253
261	2	-0,563638487651471	-0,235640535754316
262	2	-0,334109036313392	-0,404542202233869
263	1	-0,866356385474643	0,261816880893548
264	1	-0,653457445810143	-0,004726752357419
265	2	-0,494736957872741	-0,264975310115696
266	1	-0,802105216850904	0,205990124046278
267	2	-0,691996014425198	-0,16428959246519
268	1	-0,723201594229921	0,165715836986076
269	1	-0,710719362308032	0,03371366520557
270	2	-0,553632181436332	-0,25866535936698
271	2	-0,31729431414482	-0,418038545693437
272	2	-0,073928260472689	-0,444627020384941
273	1	-0,970428695810925	0,277850808153976
274	1	-0,61182852167563	-0,011140323261591
275	1	-0,755268591329748	0,104456129304636
276	2	-0,615786581132463	-0,222720778260376
277	2	-0,378909490356522	-0,415582423930871
278	1	-0,848436203857391	0,266232969572348
279	1	-0,660625518457043	-0,006493187828939
280	1	-0,735749792617183	0,102597275131576
281	1	-0,705700082953127	0,05896108994737
282	2	-0,559916499023324	-0,23746960482125
283	1	-0,77603340039067	0,1949878419285
284	2	-0,667780521068309	-0,162222600290608
285	1	-0,732887791572676	0,164889040116243
286	2	-0,622950337641731	-0,167839446140726
287	1	-0,750819864943308	0,16713577845629
288	2	-0,63747740873943	-0,173304754350542
289	1	-0,745009036504228	0,169321901740217
290	2	-0,6339356284393	-0,169318969279126
291	1	-0,74642574862428	0,167727587711651
292	1	-0,701429700550288	0,03290896491534
293	2	-0,546250158384355	-0,255561066884457
294	2	-0,312925693618327	-0,412726474185929
295	1	-0,874829722552669	0,265090589674372
296	2	-0,770906825009777	-0,148463040868545
297	2	-0,526503970660013	-0,421194641064005
298	1	-0,789398411735995	0,268477856425602
299	2	-0,707333935489597	-0,11171619381094
300	2	-0,492887313447717	-0,367837881492153
301	1	-0,802845074620913	0,247135152596861
302	2	-0,709016317750639	-0,133315313874751
303	1	-0,716393472899745	0,1533261255499
304	1	-0,713442610840102	0,03866954978004
305	2	-0,557684204150494	-0,255988186503211
306	1	-0,776926318339803	0,202395274601284
307	1	-0,689229472664079	0,019041890159486
308	1	-0,724308210934368	0,092383243936206
309	1	-0,710276715626253	0,063046702425518
310	2	-0,565028984846159	-0,236195192407108
311	1	-0,773988406061536	0,194478076962843
312	2	-0,666022419391905	-0,161792023932854
313	2	-0,441460229164706	-0,389370905945731
314	1	-0,823415908334117	0,255748362378292
315	1	-0,670633636666353	-0,002299344951317
316	1	-0,731746545333459	0,100919737980527
317	1	-0,707301381866616	0,059632104807789
318	2	-0,561401892141744	-0,237600153092727
319	2	-0,331625376790635	-0,40513687320717
320	1	-0,867349849283746	0,262054749282868
321	1	-0,653060060286502	-0,004821899713147
322	2	-0,494396885932482	-0,264888667896592
323	2	-0,26978616615005	-0,399074141974403
324	1	-0,89208553353998	0,259629656789761
325	1	-0,643165786584008	-0,003851862715905
326	2	-0,487265252717484	-0,260193730297691
327	2	-0,266244099946212	-0,392653336113239
328	2	-0,045284181513826	-0,404914175424546
329	2	0,127549692219311	-0,325848445928185
330	2	0,22727714445795	-0,196624942017696
331	2	0,251380606595121	-0,058524098150269
332	1	-1,10055224263805	0,123409639260108
333	1	-0,559779102944781	0,050636144295957
334	1	-0,776088358822088	0,079745542281617
335	2	-0,621725369617434	-0,249828731394806
336	1	-0,751309852153027	0,199931492557922
337	2	-0,650968084659469	-0,14857600651719
338	2	-0,435305341734321	-0,373304998816852
339	2	-0,181510060191343	-0,457833935794536
340	1	-0,927395975923463	0,283133574317814
341	1	-0,629041609630615	-0,013253429727126
342	2	-0,472770251428417	-0,261689250444861
343	1	-0,810891899428633	0,204675700177945
344	2	-0,698148123636939	-0,168803227636215
345	2	-0,463071282909588	-0,407549702458299
346	1	-0,814771486836165	0,26301988098332
347	2	-0,724434282388813	-0,126013485187143
348	2	-0,500164660540641	-0,385543961697754
349	1	-0,799934135783744	0,254217584679102
350	1	-0,680026345686503	-0,001687033871641
351	1	-0,727989461725399	0,100674813548656
352	1	-0,70880421530984	0,059730074580538
353	2	-0,562583233467694	-0,238126829442728
354	2	-0,332312525658356	-0,40600968376355
355	1	-0,867074989736657	0,26240387350542
356	2	-0,763938541602028	-0,147403052030544
357	1	-0,694424583359189	0,158961220812217
358	1	-0,722230166656324	0,036415511675113
359	2	-0,563461131328852	-0,261216277789444
360	1	-0,774615547468459	0,204486511115778
361	1	-0,690153781012616	0,018205395553689
362	1	-0,723938487594953	0,092717841778525
363	2	-0,587280387283574	-0,219109835286303
364	2	-0,358689160220995	-0,40143562973102
365	2	-0,112029509875549	-0,448566742683973
366	1	-0,955188196049781	0,279426697073589
367	1	-0,617924721580088	-0,011770678829436
368	2	-0,464914516869092	-0,256115604542406
369	2	-0,250888791003548	-0,380613666199866
370	1	-0,899644483598581	0,252245466479946
371	2	-0,7846279941269	-0,168151238914673
372	2	-0,529056779970575	-0,441646139225912
373	2	-0,225424697087272	-0,547273777799923
374	2	0,047586741333642	-0,50609794996285
375	1	-1,01903469653346	0,30243917998514
376	1	-0,592386121386617	-0,020975671994056
377	2	-0,441823183456207	-0,252895959270129
378	1	-0,823270726617517	0,201158383708052
379	2	-0,706149105712534	-0,176427919028888
380	2	-0,466102152729971	-0,416544860746968
381	1	-0,813559138908012	0,266617944298787
382	1	-0,674576344436795	-0,006647177719515
383	2	-0,510019150684159	-0,274882392841549
384	1	-0,795992339726337	0,20995295713662
385	2	-0,688935361046664	-0,158832688466704
386	2	-0,460057799008783	-0,39628698765336
387	2	-0,191129132185331	-0,485201230220067
388	2	0,048822351627175	-0,445204587841383
389	2	0,215186822373207	-0,318826546108581
390	1	-1,08607472894928	0,227530618443432
391	2	-0,916429041378828	-0,261506621562704
392	1	-0,633428383448469	0,204602648625082
393	2	-0,563246630870869	-0,097873340424325
394	2	-0,38891810329213	-0,299682391070835
395	1	-0,844432758683148	0,219872956428334
396	2	-0,729718079170526	-0,170669656587725
397	2	-0,48631787753451	-0,421596170674882
398	2	-0,200963118656275	-0,514940240726714
399	1	-0,91961475253749	0,305976096290686
400	1	-0,632154098985004	-0,022390438516274
401	2	-0,471480939822093	-0,26987837286637
402	2	-0,250374165118243	-0,393699939307278
403	1	-0,899850333952703	0,257479975722911
404	2	-0,786878244093219	-0,164255352031669
405	2	-0,532325324698179	-0,439585365181356
406	1	-0,787069870120728	0,275834146072542
407	2	-0,70850675972077	-0,105193997033159
408	2	-0,496387538574522	-0,363350141633509
409	2	-0,231914472663233	-0,474701123071276
410	1	-0,907234210934707	0,28988044922851
411	2	-0,805450180001781	-0,142584542960215
412	1	-0,677819927999287	0,157033817184086
413	1	-0,728872028800285	0,037186473126366
414	2	-0,568817331138763	-0,263287091944076
415	2	-0,326986334887829	-0,427625122333003
416	1	-0,869205466044868	0,271050048933201
417	1	-0,652317813582053	-0,00842001957328
418	2	-0,492393530493048	-0,267326340308514
419	2	-0,267288547051311	-0,40012543083169
420	1	-0,893084581179476	0,260050172332676
421	1	-0,64276616752821	-0,00402006893307
422	2	-0,486894259748211	-0,260161719400417
423	2	-0,265974949648474	-0,392480610643602
424	1	-0,89361002014061	0,256992244257441
425	1	-0,642555991943756	-0,002796897702976
426	1	-0,742977603222498	0,101118759081191
427	2	-0,605110482081575	-0,220340784387294
428	2	-0,371747652627079	-0,409503188966973
429	2	-0,118726940409791	-0,459921484665731
430	1	-0,952509223836084	0,283968593866293
431	2	-0,837494447661941	-0,165187558196051
432	1	-0,665002220935224	0,16607502327842
433	1	-0,73399911162591	0,033569990688632
434	1	-0,706400355349636	0,086572003724547
435	1	-0,717439857860146	0,065371198510181
436	2	-0,571402771377783	-0,237293832276321
437	1	-0,771438891448887	0,194917532910528
438	1	-0,691424443420445	0,022032986835789
439	1	-0,723430222631822	0,091186805265685
440	2	-0,586281691306458	-0,220070117050808
441	1	-0,765487323477417	0,188028046820323
442	2	-0,656981584570966	-0,163293613807521
443	1	-0,737207366171613	0,165317445523008
444	1	-0,705117053531355	0,033873021790797
445	1	-0,717953178587458	0,086450791283681
446	1	-0,712818728565017	0,065419683486528
447	2	-0,567910107104024	-0,235408531976246
448	2	-0,33744826860856	-0,406074527143556
449	2	-0,094030873285083	-0,443595948072527
450	2	0,105974915532348	-0,374745269849153
451	1	-1,04238996621294	0,249898107939661
452	2	-0,892175617497698	-0,227033424451033
453	1	-0,643129753000921	0,190813369780413
454	2	-0,565103960192865	-0,112233740167254
455	2	-0,384585513679676	-0,311339226604259
456	2	-0,16774929975485	-0,390452017691107
457	1	-0,93290028009806	0,256180807076443
458	1	-0,626839887960776	-0,002472322830577
459	2	-0,475409385717959	-0,252614920535549
460	2	-0,260265164931429	-0,382151093894201
461	2	-0,044941087790206	-0,394540897332164
462	1	-0,982023564883918	0,257816358932866
463	2	-0,849464452884924	-0,196868993164589
464	1	-0,660214218846031	0,178747597265836
465	1	-0,735914312461588	0,028500961093666
466	1	-0,705634275015365	0,088599615562534
467	2	-0,571721895236691	-0,21491800217862
468	2	-0,348541439508437	-0,392026439750428
469	2	-0,108080918126241	-0,4373566700137
470	1	-0,956767632749504	0,27494266800548
471	2	-0,837120468091815	-0,173750625415637
472	1	-0,665151812763274	0,169500250166255
473	2	-0,57331547776659	-0,137240534978956
474	1	-0,770673808893364	0,154896213991582
475	2	-0,64767058035559	-0,190548400923743
476	2	-0,416010280700751	-0,403885016844281
477	1	-0,8335958877197	0,261554006737712
478	1	-0,66656164491212	-0,004621602695085
479	1	-0,733375342035152	0,101848641078034
480	2	-0,598104716377929	-0,215945169594755
481	1	-0,760758113448828	0,186378067837902
482	2	-0,65272739335627	-0,162655913822726
483	1	-0,738909042657492	0,16506236552909
484	2	-0,62759581863133	-0,170116219260888
485	1	-0,748961672547468	0,168046487704355
486	2	-0,636429466217818	-0,171869338363677
487	1	-0,745428213512873	0,168747735345471
488	2	-0,634024536407972	-0,169923006542591
489	2	-0,413889445053022	-0,382751299535558
490	2	-0,161455458426074	-0,456446765668233
491	1	-0,935417816629571	0,282578706267293
492	1	-0,625832873348172	-0,013031482506917
493	2	-0,470420390741844	-0,260237076044526
494	1	-0,811831843703263	0,20409483041781
495	2	-0,698630133381604	-0,169620666363769
496	2	-0,463110634824511	-0,408363759789106
497	1	-0,814755746070195	0,263345503915642
498	2	-0,724552568579606	-0,12575971545219
499	2	-0,500356065939624	-0,385398411175507
500	1	-0,79985757362415	0,254159364470203
501	1	-0,68005697055034	-0,001663745788081
502	1	-0,727977211779864	0,100665498315232
503	2	-0,59352888027879	-0,214685105992369
504	2	-0,365207906614933	-0,400572232665716
505	2	-0,117329115961062	-0,450518059471917
506	2	0,09103709565836	-0,389325371583082
507	2	0,224918341333586	-0,259472444139798
508	2	0,274726917069445	-0,107231721012812
509	1	-1,10989076682778	0,142892688405125
510	1	-0,556043693268889	0,04284292463795
511	1	-0,777582522692444	0,08286283014482
512	1	-0,688966990923022	0,066854867942072
513	2	-0,550356860278326	-0,224777096733234
514	1	-0,77985725588867	0,189910838693294
515	1	-0,688057097644532	0,024035664522683
516	1	-0,724777160942187	0,090385734190927
517	2	-0,586984935992433	-0,22121770639177
518	2	-0,357621468797541	-0,402919431254719
519	1	-0,856951412480984	0,261167772501887
520	2	-0,755750182486303	-0,144293057890959
521	2	-0,516652915533206	-0,41196279699165
522	1	-0,793338833786717	0,26478511879666
523	1	-0,682664466485313	-0,005914047518664
524	2	-0,516459375521372	-0,27756046270831
525	1	-0,793416249791451	0,211024185083324
526	1	-0,68263350008342	0,015590325966671
527	2	-0,525037590450067	-0,261204752298698
528	2	-0,294546667822572	-0,408530647927037
529	1	-0,882181332870971	0,263412259170815
530	2	-0,775822716650264	-0,152679216178569
531	1	-0,689670913339894	0,161071686471428
532	1	-0,724131634664042	0,035571325411429
533	2	-0,564568572509244	-0,262618446552931
534	2	-0,324024736485853	-0,425417448383925
535	2	-0,076091820375678	-0,452927155366124
536	1	-0,969563271849729	0,28117086214645
537	2	-0,849336431464374	-0,17413545350859
538	2	-0,575841506509488	-0,472077517252278
539	1	-0,769663397396205	0,288831006900911
540	2	-0,70047658478148	-0,08835379371379
541	1	-0,719809366087408	0,135341517485516
542	1	-0,712076253565037	0,045863393005794
543	1	-0,715169498573985	0,081654642797683
544	2	-0,576190676035302	-0,224010270903355
545	2	-0,348300805425487	-0,400724076300671
546	1	-0,860679677829805	0,260289630520268
547	1	-0,655728128868078	-0,004115852208107
548	1	-0,737708748452769	0,101646340883243
549	2	-0,601317185177402	-0,217832280309843
550	2	-0,369868148610888	-0,406079407106441
551	1	-0,852052740555645	0,262431762842577
552	1	-0,659178903777742	-0,004972705137031
553	2	-0,498986884816272	-0,26745081741524
554	2	-0,27224970549427	-0,402857375162091
555	2	-0,045766826110809	-0,415071487320897
556	1	-0,981693269555676	0,266028594928359
557	1	-0,607322692177729	-0,006411437971344
558	2	-0,459000670866537	-0,247801769729313
559	2	-0,249719801966843	-0,371929613340893
560	1	-0,900112079213263	0,248771845336357
561	1	-0,639955168314695	0,000491261865457
562	1	-0,744017932674122	0,099803495253817
563	1	-0,702392826930351	0,060078601898473
564	2	-0,557849989226456	-0,235297393329301
565	1	-0,776860004309418	0,19411895733172
566	1	-0,689255998276233	0,022352417067312
567	1	-0,724297600689507	0,091059033173075
568	1	-0,710280959724197	0,06357638673077
569	1	-0,715887616110321	0,074569445307692
570	1	-0,713644953555872	0,070172221876923
571	2	-0,570439053453232	-0,232127092795887
572	1	-0,771824378618707	0,192850837118355
573	1	-0,691270248552517	0,022859665152658
574	1	-0,723491900578993	0,090856133938937
575	2	-0,58619629801561	-0,220346098438005
576	1	-0,765521480793756	0,188138439375202
577	1	-0,693791407682498	0,024744624249919
578	2	-0,537179319538666	-0,25871064864306
579	2	-0,304772023392162	-0,411491820784192
580	1	-0,878091190643135	0,264596728313677
581	1	-0,648763523742746	-0,005838691325471
582	2	-0,490724801514299	-0,263942814904456
583	1	-0,803710079394281	0,205577125961782
584	1	-0,678515968242288	0,017769149615287
585	1	-0,728593612703085	0,092892340153885
586	2	-0,590888081715899	-0,220839266564281
587	1	-0,763644767313641	0,188335706625712
588	2	-0,655704305808652	-0,162322769889915
589	1	-0,737718277676539	0,164929107955966
590	1	-0,704912688929384	0,034028356817614
591	1	-0,718034924428246	0,086388657272955
592	1	-0,712786030228701	0,065444537090818
593	2	-0,56789519781014	-0,235376563902459
594	2	-0,337449724774723	-0,406044267689925
595	2	-0,09404408375282	-0,443573533354232
596	1	-0,962382366498872	0,277429413341693
597	1	-0,615047053400451	-0,010971765336677
598	2	-0,463047054449672	-0,254357363016055
599	1	-0,814781178220131	0,201742945206422
600	1	-0,674087528711947	0,019302821917431
601	1	-0,730364988515221	0,092278871233028
602	2	-0,591988939764779	-0,222014053268987
603	2	-0,361105972913637	-0,405526256390342
604	2	-0,112230036858227	-0,452642344022115
605	1	-0,955107985256709	0,281056937608846
606	2	-0,838304843838637	-0,168439921519961
607	1	-0,664678062464545	0,167375968607984
608	1	-0,734128775014182	0,033049612556806
609	1	-0,706348489994327	0,086780154977278
610	2	-0,5715369143866	-0,216586478215
611	2	-0,347733463647816	-0,39322048919804
612	2	-0,106989236693124	-0,437940957249637
613	1	-0,95720430532275	0,275176382899855
614	2	-0,837545825205232	-0,173747671125211
615	1	-0,664981669917907	0,169499068450084
616	1	-0,734007332032837	0,032200372619966
617	2	-0,570725721392943	-0,26913064962196
618	1	-0,771709711442823	0,207652259848784
619	1	-0,691316115422871	0,016939096060486
620	1	-0,723473553830852	0,093224361575806
621	1	-0,710610578467659	0,062710255369678
622	1	-0,715755768612936	0,074915897852129
623	2	-0,573940743286683	-0,229366225077557
624	2	-0,344448474866857	-0,403894628373616
625	2	-0,100222989549364	-0,444739307510691
626	2	0,101726250946759	-0,378091069527871
627	2	0,228548378530686	-0,246658712462478
628	2	0,272360252668312	-0,096041270059209
629	2	0,245410300051601	0,035952735822326
630	2	0,172130733710286	0,125488199245608
631	2	0,080624077921574	0,164223324910777
632	2	-0,004415030743914	0,15705935810082
633	1	-0,998233987702434	0,037176256759672
634	1	-0,600706404919026	0,085129497296131
635	2	-0,490588666656912	-0,175584144022551
636	2	-0,302613729050233	-0,329679416119904
637	1	-0,878954508379907	0,231871766447961
638	1	-0,648418196648037	0,007251293420815
639	2	-0,495698346820835	-0,253856295659395
640	2	-0,275188225320076	-0,391210123429474
641	2	-0,052659001871468	-0,407394983934431
642	2	0,122937152151457	-0,330683788538755
643	1	-1,04917486086058	0,232273515415502
644	1	-0,580330055655767	0,007090593833799
645	1	-0,767867977737693	0,09716376246648
646	1	-0,692852808904923	0,061134495013408
647	2	-0,551021932773104	-0,230678907351779
648	1	-0,779591226890758	0,192271562940712
649	1	-0,688163509243697	0,023091374823715
650	1	-0,724734596302521	0,090763450070514
651	2	-0,587103673218122	-0,220913616467418
